Title ID	Region	Name	PKG direct link	zRIF	Content ID	Last Modification Date	File Size	SHA256	Required FW
PCSC00091	JP	『俺の屍を越えてゆけ２』 テーマ	MISSING	MISSING	JP9003-PCSC00091_00-THEME201410ORE01		3694480		
PCSC00092	JP	PlayStation Plus Special Theme January	http://zeus.dl.playstation.net/cdn/JP9002/PCSC00092_00/eLVWyuQjMYPBnYTNUGeGRKKUXBNYCkhKfzHpAVTHFizEHeGGySbtueRfqFeTFGPIhkppRPHATJZfOtEqVdMigKwjeFbHGdgkrDaXx.pkg	KO5ifR1dQ+d7BVhCbQGZYmkEsj8gOMAnNDjEw9XX1dDEwNAIn/8ST01/wnPmm5tUxD+1n+l24qMxPrgBAHZKFL8A	JP9002-PCSC00092_00-PSPLUSTHEME14012	2018-04-07 21:33:15	2369600	1d2cc4db8807e2ffd40b817edab92192f3ef28a56a11610f03b1dbe3dcc0d390	0
PCSC00092	JP	PlayStation®Plusスペシャルテーマ5月分(PS Vita)	http://zeus.dl.playstation.net/cdn/JP9002/PCSC00092_00/JP9002-PCSC00092_00-PSPLUSTHEME15004_bg_1_1e783abac39fcceda392156d7aa5964a8c851340.pkg	KO5ifR1dQ+d7BVhCbQGZYmkEsj8gOMAnNDjEw9XX1dAU6DJ8/rO6X8pnJ+IhVb1bPaTsPt/G0Rgf3AAAORES0QAA	JP9002-PCSC00092_00-PSPLUSTHEME15004	2023-07-31 16:24:48	3522128	886f72ad7c33df15b3e61cdd656a0c3e27a25c7fda0eb816272cfdebd9d61bdc	0
PCSC00092	JP	PlayStation Plusスペシャルテーマ7月分(PS Vita)	http://zeus.dl.playstation.net/cdn/JP9002/PCSC00092_00/JP9002-PCSC00092_00-PSPLUSTHEME15006_bg_1_b90ff22de793e9ba81806f6a38cc7b711389e571.pkg	KO5ifR1dQ+d7BVhCbQGZYmkEsj8gOMAnNDjEw9XX1dAU6Fx8/qvdoLlfV2lbaavnpY5qb5uW0Rgf3AAALBkT+wAA	JP9002-PCSC00092_00-PSPLUSTHEME15006	2018-07-13 11:27:33	2568096	e96bc0878c55f7074106f816ed62fbb1293b8f3ef6e470f28f9bdf3eb873011b	3.5
PCSC00092	JP	PlayStation Plusスペシャルテーマ11月分(PS Vita)	http://zeus.dl.playstation.net/cdn/JP9002/PCSC00092_00/JP9002-PCSC00092_00-PSPLUSTHEME15010_bg_1_f44926eca6f697e71c5a10d7d93e086c20482976.pkg	KO5ifR1dQ+d7BVhCbQGZYmkEsj8gOMAnNDjEw9XX1dDUwNAAn/+Wydc5pv+cMXeOfrR+w5+X4aMxPrgBAKeZFOMA	JP9002-PCSC00092_00-PSPLUSTHEME15010	2018-07-13 11:27:33	2419664	84da6b4274759fc9859942d115b6847bbb81578a53e3731b1065c76160068640	3.5
PCSC00092	JP	PlayStation®Plusスペシャルテーマ3月分(PS Vita)	http://zeus.dl.playstation.net/cdn/JP9002/PCSC00092_00/JP9002-PCSC00092_00-PSPLUSTHEME16002_bg_1_43004e425dc9992dddaffe8c4244afd24e694ed4.pkg	KO5ifR1dQ+d7BVhCbQGZYmkEsj8gOMAnNDjEw9XX1RDoViN8/vPx2nYkJf9yZUC+d7Nl4C+d0Rgf3AAAdXgUJwAA	JP9002-PCSC00092_00-PSPLUSTHEME16002	2023-07-31 16:24:48	4002576	6f5b6dc2c45170bfe065450f5fc7856f7b62c0334ce3a487140203a496697867	3.5
PCSC00092	JP	PlayStation®Plusスペシャルテーマ5月分(PS Vita)	http://zeus.dl.playstation.net/cdn/JP9002/PCSC00092_00/JP9002-PCSC00092_00-PSPLUSTHEME16004_bg_1_006804f9dccc5e3f4a176a48d8fc42fb08c30a37.pkg	KO5ifR1dQ+d7BVhCbQGZYmkEsj8gOMAnNDjEw9XX1RDoVhN8/mu6/a9t37dIYZ7FKRPFrM9njMb44AYAwFUU6gAA	JP9002-PCSC00092_00-PSPLUSTHEME16004	2023-07-31 16:24:48	3089184	1a8a6fb39fb0787018b906df631a6fd015ef70557b0a05a943cbb049a0b9053b	3.5
PCSC00092	JP	PlayStation Plusスペシャルテーマ2016年7月(PS Vita)	http://zeus.dl.playstation.net/cdn/JP9002/PCSC00092_00/JP9002-PCSC00092_00-PSPLUSTHEME16006_bg_1_dcb3f0a7a5ea02eae96cb00a6460a89995e9e1b1.pkg	KO5ifR1dQ+d7BVhCbQGZYmkEsj8gOMAnNDjEw9XX1RDoVjN8/uO4slvO90HUr4ywUFO/shCJ0Rgf3AAARUsTbQAA	JP9002-PCSC00092_00-PSPLUSTHEME16006	2018-07-13 11:27:33	3001152	07731ac8fec8cb7255121ace97f020ccf3618f935305bb620885469ebca1b06d	3.5
PCSC00092	JP	PlayStation Plusスペシャルテーマ2016年9月(PS Vita)	http://zeus.dl.playstation.net/cdn/JP9002/PCSC00092_00/JP9002-PCSC00092_00-PSPLUSTHEME16008_bg_1_3397b0c8e695e312c2e090b7d026aceb2fb9071a.pkg	KO5ifR1dQ+d7BVhCbQGZYmkEsj8gOMAnNDjEw9XX1dAM5Eg8YEHZJe6NCYdX7X3oNMnk3dEjozE+uAEABFUWTwAA	JP9002-PCSC00092_00-PSPLUSTHEME16008	2018-07-13 11:27:33	2820192	b8bf0942640c16913b84258c454b323500ea4ee1074aee487a549059da3c436d	3.5
PCSC00092	JP	PlayStation®Plusスペシャルテーマ2016年11月(PS Vita)	http://zeus.dl.playstation.net/cdn/JP9002/PCSC00092_00/JP9002-PCSC00092_00-PSPLUSTHEME16010_bg_1_25b3e31ced32c092bc61040475b1318cb67b3e72.pkg	KO5ifR1dQ+d7BVhCbQGZYmkEsj8gOMAnNDjEw9XX1dDMwNAArwf5rv3a3MDoumFyLePbzVtrR2N8cAMAPXcUpAAA	JP9002-PCSC00092_00-PSPLUSTHEME16010	2023-07-31 16:24:48	3137552	2303018178ba1cb9b9cf867794f5e09498a9e69c29fda61b59d79879f53d16d9	3.5
PCSC00092	JP	PlayStation Plusスペシャルテーマ2017年3月(PS Vita)	http://zeus.dl.playstation.net/cdn/JP9002/PCSC00092_00/JP9002-PCSC00092_00-PSPLUSTHEME17002_bg_1_d7be685b078f9a48683b304650d544877d95f71e.pkg	KO5ifR1dQ+d7BVhCbQGZYmkEsj8gOMAnNDjEw9XX1RDoTCN8/rth8r8qgTXDNWz3NyG287eUR2N8cAMAnHAUPgAA	JP9002-PCSC00092_00-PSPLUSTHEME17002	2018-07-13 11:27:33	3096256	9110cdfaebaa27c064a083d368d317434cfa5164ab9d15670c56ce5cce89e4d7	3.5
PCSC00092	JP	『ソードアート・オンライン ―ホロウ・リアリゼーション―』 PS Vita用テーマ	http://zeus.dl.playstation.net/cdn/JP9002/PCSC00092_00/JP9002-PCSC00092_00-SWORDARTONLINE04_bg_1_5c7add290951db4e63d004fe69aaa61d84b36c24.pkg	KO5ifR1dQ+d7BVhCbQGZYmkEsj843D/IxTEoxN/Px9PP1cAEn/8kObf33Z8vWjjtFuPj5WcTLUdjfHADAJp8FNQA	JP9002-PCSC00092_00-SWORDARTONLINE04	2023-07-31 16:24:48	1426880	bce7bba408b70a49f0636d04d8574d555ac1ce67d2c0c00c156e656008416b52	3.5
PCSC00092	JP	［Aincrad］TVアニメ「ソードアート・オンライン」テーマ	http://zeus.dl.playstation.net/cdn/JP9002/PCSC00092_00/JP9002-PCSC00092_00-SWORDARTONLINE05_bg_1_0b8daa89f1e733a808a4abdcd11ba8ba5c9556b7.pkg	KO5ifR1dQ+d7BVhCbQGZYmkEsj843D/IxTEoxN/Px9PP1cAUn//Un79bOUPPQjskl3X/1SSmLaMxPrgBALmjFEgA	JP9002-PCSC00092_00-SWORDARTONLINE05	2023-07-31 16:24:48	882416	e1efef8080a5e6e1e0c6e432ff5409d69fcc450a29e39b9832f3534e2e306f0e	3.5
PCSC00092	JP	［Calibur］TVアニメ「ソードアート・オンラインII」テーマ	http://zeus.dl.playstation.net/cdn/JP9002/PCSC00092_00/JP9002-PCSC00092_00-SWORDARTONLINE06_bg_1_2a5c83bf1f86863154a15c891c23196b60e54a6a.pkg	KO5ifR1dQ+d7BVhCbQGZYmkEsj843D/IxTEoxN/Px9PP1cAMn/9SPS5Kpi8tqp2YmOx/tLDMbTTGBzcAAJAPFDEA	JP9002-PCSC00092_00-SWORDARTONLINE06	2023-07-31 16:24:48	1447584	b23a56731df3e208859c98b2f65b1b767fa6212a18e73a1f0523e4b6f3bdf9f4	3.5
PCSC00094	JP	PlayStation Awards 2015 Original Theme	http://zeus.dl.playstation.net/cdn/JP9002/PCSC00094_00/JP9002-PCSC00094_00-PSV0PSAWARDS2015_bg_1_9dee20c030d1d36664ea88f691f8e6a47a2dfa20.pkg	KO5ifR1dQ+d7BVhCbQGZYmkCsj8gOMwgINgx3DHIJdjIwNAUn//uMLmtMXnRveHnM7YN2Umfg0djfHADAMcPFY8A	JP9002-PCSC00094_00-PSV0PSAWARDS2015	2018-08-07 19:31:29	1171296	b93e852f91fe19d5ad4b38990de20cd4f21afe808a4f3e198c11e4ac6cb7b675	3.5
PCSC00095	JP	『どこでもいっしょ』×『風来のシレン』と『どこでもいっしょ』×『ダンガンロンパ』コラボテーマセット	MISSING	MISSING	JP9003-PCSC00095_00-COLLABTHEMESET00		3081984		
PCSC00095	JP	「どこでもいっしょ」 トロと仲間たち編テーマ	MISSING	MISSING	JP9003-PCSC00095_00-THEME1412TORO001		4531376		
PCSC00095	JP	『どこでもいっしょ』×『ダンガンロンパ』コラボテーマ	MISSING	MISSING	JP9003-PCSC00095_00-THEME1605COLLAB1		3081984		
PCSC00095	JP	『どこでもいっしょ』×『風來のシレン』コラボテーマ	MISSING	MISSING	JP9003-PCSC00095_00-THEME1605COLLAB2		2638624		
PCSC00096	JP	SOUL SACRIFICE DELTA Theme(Yuru-illustration Ver.)	http://zeus.dl.playstation.net/cdn/JP9003/PCSC00096_00/eVvBTZQVRcaMtbIomMHqooElwbYHAwUIIrWdZXncsLMZizjnzwKPatxQaXDXGismQQZSpqkmPVCmkiSFoopxUJsxzdeQJOJtgkpHc.pkg	KO5ifR1dQ+d7BVgCHQAzxdIMZH+Ih6uvq6GJoVEw2EhDfP6z+iDIv3WZ4a/fSbtS3JpOK4/G+OAGAKo9FFQA	JP9003-PCSC00096_00-THEME1412SSD0001	2023-07-31 16:24:48	3107200	997de124cb1a1f2f54dae051bcfd560212d21631e6d87baf8d2fbd8550cfa0d3	0
PCSC00098	JP	『勇者のくせにこなまいきだ。G』テーマ	MISSING	MISSING	JP9003-PCSC00098_00-THEMEYUUKONAG001		3614768		
PCSC00099	JP	うーさーのその日暮らし夢幻編テーマ　オリジナルver.	MISSING	MISSING	JP9003-PCSC00099_00-WOOSER3THEME0001		2455312		
PCSC00099	JP	うーさーのその日暮らし夢幻編テーマ　エンディングver.	MISSING	MISSING	JP9003-PCSC00099_00-WOOSER3THEME0002		6524112		
PCSC00099	JP	うーさーのその日暮らし夢幻編テーマセット	MISSING	MISSING	JP9003-PCSC00099_00-WOOSER3THEMESET1		2455312		
PCSG00133	JP	閃乱カグラSV オリジナルテーマ 少女達の交流Ver	MISSING	MISSING	JP0507-PCSG00133_00-000000000THEME01		4198464		
PCSG00133	JP	閃乱カグラSV オリジナルテーマ 少女達の休息Ver	MISSING	MISSING	JP0507-PCSG00133_00-000000000THEME02		3676800		
PCSG00133	JP	閃乱カグラSV オリジナルテーマ 少女達の証明Ver	MISSING	MISSING	JP0507-PCSG00133_00-000000000THEME03		3440528		
PCSG00133	JP	閃乱カグラSV オリジナルテーマセット vol.1	MISSING	MISSING	JP0507-PCSG00133_00-KGRSVTHEMESET001		4198464		
PCSG00139	JP	『フォトカノ Kiss』オリジナルテーマ	http://zeus.dl.playstation.net/cdn/JP0117/PCSG00139_00/JP0117-PCSG00139_00-PHOTOKANOTHEME00_bg_1_dd402ae8a28af1db66cfc76de4a76ff93f3f21c2.pkg	KO5ifR1dQ+d7BRgYGppDbTE0tgTZH+DhH+Lv7ejnH+Lh6gu0DJ//hNSKy/TOP1p+Wj1MJspvquRojA9uAAAc3xNT	JP0117-PCSG00139_00-PHOTOKANOTHEME00	2021-04-23 17:21:05	1213120	a9314fdd0314832c6025920c227bc6b1ee0b95e7fdee4ccd2fd3d8dcb7ea9a69	0
PCSG00167	JP	あやね ラブリーサマーテーマ  2015（DOA）	MISSING	MISSING	JP0106-PCSG00167_00-AYANETHEME000000		3292224		
PCSG00167	JP	クリスティ ラブリーサマーテーマ  2015（DOA）	MISSING	MISSING	JP0106-PCSG00167_00-CHRISTIETHEME000		3381680		
PCSG00167	JP	エレナ ラブリーサマーテーマ  2015（DOA）	MISSING	MISSING	JP0106-PCSG00167_00-HELENATHEME00000		3330400		
PCSG00167	JP	ヒトミ ラブリーサマーテーマ  2015（DOA）	MISSING	MISSING	JP0106-PCSG00167_00-HITOMITHEME00000		3376256		
PCSG00167	JP	ほのか ラブリーサマーテーマ  2015（DOA）	MISSING	MISSING	JP0106-PCSG00167_00-HONOKATHEME00000		3419456		
PCSG00167	JP	かすみ ラブリーサマーテーマ  2015（DOA）	MISSING	MISSING	JP0106-PCSG00167_00-KASUMITHEME00000		3425872		
PCSG00167	JP	こころ ラブリーサマーテーマ  2015（DOA）	MISSING	MISSING	JP0106-PCSG00167_00-KOKOROTHEME00000		3302160		
PCSG00167	JP	レイファン ラブリーサマーテーマ  2015（DOA）	MISSING	MISSING	JP0106-PCSG00167_00-LEIFANGTHEME0000		3357232		
PCSG00167	JP	リサ ラブリーサマーテーマ  2015（DOA）	MISSING	MISSING	JP0106-PCSG00167_00-LISATHEME0000000		3295504		
PCSG00167	JP	マリー・ローズ ラブリーサマーテーマ  2015（DOA）	MISSING	MISSING	JP0106-PCSG00167_00-MARIETHEME000000		3391168		
PCSG00167	JP	ミラ ラブリーサマーテーマ  2015（DOA）	MISSING	MISSING	JP0106-PCSG00167_00-MILATHEME0000000		3286128		
PCSG00167	JP	紅葉 ラブリーサマーテーマ  2015（DOA）	MISSING	MISSING	JP0106-PCSG00167_00-MOMIJITHEME00000		3401664		
PCSG00167	JP	女天狗 ラブリーサマーテーマ  2015（DOA）	MISSING	MISSING	JP0106-PCSG00167_00-NYOTENGUTHEME000		3430528		
PCSG00167	JP	レイチェル ラブリーサマーテーマ  2015（DOA）	MISSING	MISSING	JP0106-PCSG00167_00-RACHELTHEME00000		3328064		
PCSG00167	JP	DOA Hot Summer Tina Theme	http://zeus.dl.playstation.net/cdn/JP0106/PCSG00167_00/JP0106-PCSG00167_00-TINATHEME0000000_bg_1_6ac340d1c46875e2876f7e62258d23b56e7d9beb.pkg	KO5ifR1dQ+d7BRgYGphBbTE0MwfZH+Lp5xji4errCrUUn/84tnbZ2m6KflYq8D1+ma7astEYH9wAAFoIE4gA	JP0106-PCSG00167_00-TINATHEME0000000	2019-01-26 23:17:35	3355600	b77a276109d8f4079b7f33342755afa080786d64daa38938d18a14388704037e	3.5
PCSG00202	JP	ダンガンロンパ1・2 Reload テーマ	MISSING	MISSING	JP0365-PCSG00202_00-CUSTOMTHEME00001		4813760		
PCSG00225	JP	魔界戦記ディスガイア4 Return PlayStation Vita用テーマ	MISSING	MISSING	JP0404-PCSG00225_00-CUSTOM000PSV0001		4930720		
PCSG00249	JP	｢WHITE ALBUM2 幸せの向こう側｣ テーマ	MISSING	MISSING	JP0761-PCSG00249_00-WHIALB2VDLCCT001		4190160		
PCSG00298	JP	コープスパーティー BLOOD DRIVE カスタムテーマ	MISSING	MISSING	JP0745-PCSG00298_00-CPBDSYSTEMTHEME1		7110304		
PCSG00342	JP	碧はオレからはなれない	http://zeus.dl.playstation.net/cdn/JP0741/PCSG00342_00/YZBvrYDoBWpFDPQWrweiceogXrSlIaEAnuDmTAAstFAEcnOTJbrDQEUuWyNQGUMDWYIwLwMWTqhBoDeEZNwGAVgekQRhUmChryDlV.pkg	KO5ifR1dQ+d7BRiYmxhCbTE2MQLb7+fvH+QaFuLh6uvq6O/pjc9/X9+cf5Zr6KjyZrn0REkzrUWjMT64AQAPSRUP	JP0741-PCSG00342_00-ANOOREVTHEMEAOIK	2021-04-23 17:21:05	4783968	5ff9a405eca65f77fb0e27396a2e6041f873cefadc4797a9ff31e6bcf694e838	0
PCSG00342	JP	遥香はオレからはなれない	http://zeus.dl.playstation.net/cdn/JP0741/PCSG00342_00/DsrcYRJjDLWBZPbzXFdshuuQtgMbIcFeyhaFNxLZMXVMdKOAWQAgTIhSiOlzZJoFlqTfchXdGHvgVBNaEzsVjInEzTcbwJkhbrHXf.pkg	KO5ifR1dQ+d7BRiYmxhCbTE2MQLb7+fvH+QaFuLh6uvq4RgUis9/N4qEPMNjOFb+eKxau9FOJGs0xgc3AABwuBQb	JP0741-PCSG00342_00-ANOOREVTHEMEHARU	2021-04-23 17:21:05	4610688	42b728951694cb644f20d92e0caa9947f771e4aa0288805b87a6e7405c9d4179	0
PCSG00342	JP	茉菜美はオレからはなれない	http://zeus.dl.playstation.net/cdn/JP0741/PCSG00342_00/XFMqoMNBBtcIWmMvYiUSauPcExqiuRGEtiDfOQuXmLAtZuBBisEqMngrnzQdbGiEMRfMLDMRfhtvlsqXDhoVJEMsoXqVxmQKcSQmj.pkg	KO5ifR1dQ+d7BRiYmxhCbTE2MQLb7+fvH+QaFuLh6uvq6+jniM9/hmI+7geUrXvckt7LePu1JI3G+OAGADsuEssA	JP0741-PCSG00342_00-ANOOREVTHEMEMANA	2021-04-23 17:21:05	4376128	f2ad1e1b1b262f67707e61ca02fe46f2a05df2d00f6f6da2ec9ef5f8e9a2106c	0
PCSG00342	JP	紅葉はオレからはなれない	http://zeus.dl.playstation.net/cdn/JP0741/PCSG00342_00/DOzjBqAQRUZycWXSFefHRRsYVjKGSzTlVPwLKxwTuRFOKcfIEPTGJGNvbBUaJTLgKVUBfTSAmUuvuEFYsfGnckhgcbeswpNWfHTsI.pkg	KO5ifR1dQ+d7BRiYmxhCbTE2MQLb7+fvH+QaFuLh6uvq6+/ric9/d0I008Q50/6qqiR37Is7bjMa44MbAADUlxO/	JP0741-PCSG00342_00-ANOOREVTHEMEMOMI	2021-04-23 17:21:05	5115872	a081b46999634b523d64bc964d7d2e093c1777fedbfa83e634f3f0a53ab884a0	0
PCSG00342	JP	柚希はオレからはなれない	http://zeus.dl.playstation.net/cdn/JP0741/PCSG00342_00/GxYqGTjgkIAeCiWQrMsISLZgckLqpSGzyBCtQQcBygTKHPcJNkWtoJUCobldXbLJGnfNuKVnkmWTbivYdRSngHIvlTQjLvuNRYHBf.pkg	KO5ifR1dQ+d7BRiYmxhCbTE2MQLb7+fvH+QaFuLh6usaGRoVis9/DpeM92vXJkhmCXhM9BGc82c0xgc3AADghBPC	JP0741-PCSG00342_00-ANOOREVTHEMEYUZU	2021-04-23 17:21:05	4622928	6ab31cee982400b723306daa26fa073c29c969da874332761ef39efc68de61ce	0
PCSG00348	JP	htoL#NiQ －ホタルノニッキ－ PlayStation Vita用テーマ	MISSING	MISSING	JP0404-PCSG00348_00-CUSTOM000PSV0001		7968768		
PCSG00351	JP	ファンタシースター ノヴァ テーマ	MISSING	MISSING	JP0177-PCSG00351_00-NOVATHEME0000000		7417520		
PCSG00355	JP	「IA/VT -COLORFUL-」第１弾セット　セット購入限定テーマ付き	http://zeus.dl.playstation.net/cdn/JP0507/PCSG00355_00/JP0507-PCSG00355_00-IAVT00THEME00001_bg_1_8b93d66592c72367c2ecee4830623acf018c3542.pkg	KO5ifR1dQ+d7BQAtNYfaYmxqCrLf0zEMaHmIh6uvK9hOfP4TW1R5IfXodrvsvxdyZ25a82s0xgc3AACdWhYd	JP0507-PCSG00355_00-IAVT00THEME00001	2018-03-23 21:45:45	802240	0986022e1dac80db224f4cc425b8170cdf6335a7fe6470489a80c10271a6d9f8	0
PCSG00355	JP	「IA/VT -COLORFUL-」第２弾セット　セット購入限定テーマ付き	http://zeus.dl.playstation.net/cdn/JP0507/PCSG00355_00/JP0507-PCSG00355_00-IAVT00THEME00002_bg_1_3c77d002afea645171cd67f651ebacfacb2695f4.pkg	KO5ifR1dQ+d7BQAtNYfaYmxqCrLf0zEMaHmIh6uvK9gN+Pz3fH3dpTPvj7xb+kWQoWLeYp7RGB/cAADHZBYq	JP0507-PCSG00355_00-IAVT00THEME00002	2018-03-23 21:45:45	598528	9dd41172ff442322bf9c0a5b1b7d6efe8f332e15642176853e29d33863e82f27	0
PCSG00355	JP	「IA/VT -COLORFUL-」第３弾セット　セット購入限定テーマ付き	http://zeus.dl.playstation.net/cdn/JP0507/PCSG00355_00/JP0507-PCSG00355_00-IAVT00THEME00003_bg_1_9e87a5a21357d069b5e673fe05d90855b3d026f7.pkg	KO5ifR1dQ+d7BQAtNYfaYmxqCrLf0zEMaHmIh6uvK9h5+PxnNffGJRMO5oRLsZOFmxZM+DAa44MbAAAgOxQA	JP0507-PCSG00355_00-IAVT00THEME00003	2018-03-23 21:45:45	1298480	e62e723dd0961ce35842a415b7ce1aa316da843f1cd19cee5d42bda519450dda	0
PCSG00355	JP	「IA／VT -COLORFUL- PlayStation Vita the Best」　封入特典テーマ1	http://zeus.dl.playstation.net/cdn/JP0507/PCSG00355_00/JP0507-PCSG00355_00-IAVT00THEME00004_bg_1_d5d44bb590a9d04410d8dc14b9d0b962887432e8.pkg	KO5ifR1dQ+d7BQAtNYfaYmxqCrLf0zEMaHmIh6uvK9hl+PxnoXGVZaKejP8fTRnn+AO9uqMxPrgBABZUEioA	JP0507-PCSG00355_00-IAVT00THEME00004	2018-03-23 21:45:45	835312	1fd40a3ecea7fbe17d36bea68ebc4f5a29a60421f56459994ba1cafeccd18f83	0
PCSG00355	JP	「IA／VT -COLORFUL- PlayStation Vita the Best」　封入特典テーマ2	http://zeus.dl.playstation.net/cdn/JP0507/PCSG00355_00/JP0507-PCSG00355_00-IAVT00THEME00005_bg_2_1ee316fc1ede09afbc4bf06943b439ae43588b28.pkg	KO5ifR1dQ+d7BQAtNYfaYmxqCrLf0zEMaHmIh6uvK9hR+Pw3ZeLJnO8JOUHcBbN2PnvAaDMa44MbAABEKxSr	JP0507-PCSG00355_00-IAVT00THEME00005	2018-03-23 21:45:45	597776	1fdc3ec4aa36f4a4d02fd16718a84d93642a6e4c0f1ea91f37572daca4b907dc	0
PCSG00364	JP	『ペルソナ４ ダンシング・オールナイト』オリジナルテーマ	MISSING	MISSING	JP0005-PCSG00364_00-THEME00000000002		6923504		
PCSG00364	JP	『ペルソナ４ ダンシング・オールナイト』オリジナルテーマ2	MISSING	MISSING	JP0005-PCSG00364_00-THEME00000000004		6324016		
PCSG00377	JP	大江戸BlackSmith　カスタムテーマ	MISSING	MISSING	JP0404-PCSG00377_00-CUSTOM000PSV0001		2934672		
PCSG00405	JP	『レンドフルール』　ギスランテーマ	MISSING	MISSING	JP0031-PCSG00405_00-GHITHEME00000001		3010368		
PCSG00405	JP	『レンドフルール』　ユベールテーマ	MISSING	MISSING	JP0031-PCSG00405_00-HUBTHEME00000001		3218336		
PCSG00405	JP	『レンドフルール』　オリジナルテーマ	http://zeus.dl.playstation.net/cdn/JP0031/PCSG00405_00/JP0031-PCSG00405_00-LDFTHEME00000001_bg_1_3e06526ebf7d5f544e390ad35fb05538bf7bf78e.pkg	KO5ifR1dQ+d7BQDtN4TaYmJgCrLfx8UtxMPV1xVmJz7/3br0X8BQxv3Y/bqDzTMWNxuNxvjgBgB7KRTT	JP0031-PCSG00405_00-LDFTHEME00000001	2021-04-23 17:21:05	3282672	30816bbb8a1a8aa0ac99967faf738132305b38c404524484548b0140395a9a17	3.5
PCSG00405	JP	『レンドフルール』　レオンテーマ	MISSING	MISSING	JP0031-PCSG00405_00-LEOTHEME00000001		3073504		
PCSG00405	JP	『レンドフルール』　ルイテーマ	MISSING	MISSING	JP0031-PCSG00405_00-LOUTHEME00000001		3069056		
PCSG00405	JP	『レンドフルール』　オルフェテーマ	MISSING	MISSING	JP0031-PCSG00405_00-ORPTHEME00000001		3048832		
PCSG00405	JP	『レンドフルール』　テーマパック	MISSING	MISSING	JP0031-PCSG00405_00-THEMEPACK0000000		3076240		
PCSG00405	JP	『レンドフルール』　ヴィオレットテーマ	MISSING	MISSING	JP0031-PCSG00405_00-VIOTHEME00000001		3076240		
PCSG00407	JP	｢ダンジョントラベラーズ２｣ テーマ	MISSING	MISSING	JP0761-PCSG00407_00-DUNTRA2VDLCCT001		5585664		
PCSG00418	JP	死塾月閃女学館テーマ	MISSING	MISSING	JP0507-PCSG00418_00-00000000THEME001		4482832		
PCSG00418	JP	国立半蔵学院テーマ	MISSING	MISSING	JP0507-PCSG00418_00-00000000THEME002		4575824		
PCSG00418	JP	秘立蛇女子学園テーマ	MISSING	MISSING	JP0507-PCSG00418_00-00000000THEME003		4695056		
PCSG00418	JP	焔紅蓮隊テーマ	MISSING	MISSING	JP0507-PCSG00418_00-00000000THEME004		4678928		
PCSG00418	JP	カグラ千年祭テーマ	MISSING	MISSING	JP0507-PCSG00418_00-00000000THEME005		5111904		
PCSG00418	JP	閃乱カグラEV　オリジナルテーマ	http://zeus.dl.playstation.net/cdn/JP0507/PCSG00418_00/JP0507-PCSG00418_00-CUSTOMTHEME00000_bg_1_d2aa80eabfc99556222ff0926ea7746ea77824da.pkg	KO5ifR1dQ+d7BQAtNYfaYmJoAbLfOTQ4xN83xMPV1xVsKT7/7Xdtm8XyvPu9xosNzZ/b4p+OxvjgBgDXDBY2	JP0507-PCSG00418_00-CUSTOMTHEME00000	2021-04-23 17:21:05	4580416	08cd34eac49a824eb237aac19f71b454180b623ee5fa7a5fa367bee7fbad2cc3	3.5
PCSG00426	JP	恋愛0キロメートルV　テーマ	MISSING	MISSING	JP0394-PCSG00426_00-REN0VTHEME000001		5877872		
PCSG00433	JP	絶対絶望少女　テーマ	MISSING	MISSING	JP0365-PCSG00433_00-CUSTOMTHEME00001		4115472		
PCSG00447	JP	『デカ盛り 閃乱カグラ』テーマ 美食大会ver.	MISSING	MISSING	JP0507-PCSG00447_00-0000000THEME001N		6009984		
PCSG00447	JP	『デカ盛り 閃乱カグラ』テーマ 少女忍法帖ver.	MISSING	MISSING	JP0507-PCSG00447_00-0000000THEME002N		4250704		
PCSG00447	JP	『デカ盛り 閃乱カグラ』テーマ(国立半蔵学院)	MISSING	MISSING	JP0507-PCSG00447_00-THM0000000000000		6306928		
PCSG00447	JP	『デカ盛り 閃乱カグラ』テーマ(焔紅蓮隊)	MISSING	MISSING	JP0507-PCSG00447_00-THM0000000000001		6728000		
PCSG00447	JP	『デカ盛り 閃乱カグラ』テーマ(死塾月閃女学館)	MISSING	MISSING	JP0507-PCSG00447_00-THM0000000000002		5987040		
PCSG00447	JP	『デカ盛り 閃乱カグラ』テーマ(秘立蛇女子学園)	MISSING	MISSING	JP0507-PCSG00447_00-THM0000000000003		6507152		
PCSG00456	JP	魔法科高校の劣等生 Out of Order クリスマステーマ	http://zeus.dl.playstation.net/cdn/JP0700/PCSG00456_00/IbMfAWsyelgLwXEsEeRdnwadqeyDwjxOfHDanncKztohluyDoiGxZZQRjgEfGeTdwgCmJeHeLhcqtRYjzLvieKXBHsDMeJZACqCMR.pkg	KO5ifR1dQ+d7BYBcArXFxNQMZL+nr4e/v3+Er2NwiIerr6shPv89L3n3nPH42r0R5mFuWf/C1UZjfHADANArFYYA	JP0700-PCSG00456_00-IMHOOOXMASTHEME1	2018-04-13 17:54:32	2916080	9cdc54631de97c1b8d38c9c3a210a6301b9c7ff8e9494bd23c9405c3e194d2d7	0
